id,url,entry_url,company,Market_Cap,EPS,PtoE,Book_value,PtoB
104,https://www.moneycontrol.com/company-facts/containercorporationindia/management/CCI,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/containercorporationindia/CCI,containercorporationindia,"39,985",13.51,48.58,168.90,3.89
105,https://www.moneycontrol.com/company-facts/coromandelinternational/management/CI45,https://www.moneycontrol.com/india/stockpricequote/fertilisers/coromandelinternational/CI45,coromandelinternational,"23,101",45.89,17.15,175.12,4.50
106,https://www.moneycontrol.com/company-facts/crisil/management/CRI,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/crisil/CRI,crisil,"20,269",55.88,49.78,180.03,15.46
107,https://www.moneycontrol.com/company-facts/cumminsindia/management/CI02,https://www.moneycontrol.com/india/stockpricequote/engines/cumminsindia/CI02,cumminsindia,"26,394",31.63,30.10,167.80,5.68
108,https://www.moneycontrol.com/company-facts/cyient/management/IE07,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/cyient/IE07,cyient,"10,773",42.73,22.86,267.82,3.65
109,https://www.moneycontrol.com/company-facts/daburindia/management/DI,https://www.moneycontrol.com/india/stockpricequote/personalcare/daburindia/DI,daburindia,"96,605",10.25,53.31,43.56,12.55
110,https://www.moneycontrol.com/company-facts/dalmiabharat/management/OCL,https://www.moneycontrol.com/india/stockpricequote/cementmajor/dalmiabharat/OCL,dalmiabharat,"35,605",62.04,30.67,676.40,2.82
111,https://www.moneycontrol.com/company-facts/dcbbank/management/DCB01,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/dcbbank/DCB01,dcbbank,"2,672",0.00,--,--,0.00
112,https://www.moneycontrol.com/company-facts/dcmshriram/management/DCM02,https://www.moneycontrol.com/india/stockpricequote/diversified/dcmshriram/DCM02,dcmshriram,"17,314",57.58,19.28,298.06,3.73
113,https://www.moneycontrol.com/company-facts/deepakfertilizerspetrochemicalscoprn/management/DFP,https://www.moneycontrol.com/india/stockpricequote/fertilisers/deepakfertilizerspetrochemicalscoprn/DFP,deepakfertilizerspetrochemicalscoprn,"6,891",42.45,13.46,274.90,2.08
114,https://www.moneycontrol.com/company-facts/deepaknitrite/management/DN,https://www.moneycontrol.com/india/stockpricequote/chemicals/deepaknitrite/DN,deepaknitrite,"30,883",79.88,28.35,172.05,13.17
115,https://www.moneycontrol.com/company-facts/deltacorp/management/DC11,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/deltacorp/DC11,deltacorp,"7,645",2.87,99.77,72.78,3.94
116,https://www.moneycontrol.com/company-facts/dhanukaagritech/management/DA01,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/dhanukaagritech/DA01,dhanukaagritech,"3,514",43.08,17.51,170.94,4.42
117,https://www.moneycontrol.com/company-facts/dilipbuildcon/management/DB04,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/dilipbuildcon/DB04,dilipbuildcon,"5,377",-10.56,--,258.66,1.43
118,https://www.moneycontrol.com/company-facts/dishmancarbogenamcis/management/DCA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/dishmancarbogenamcis/DCA,dishmancarbogenamcis,"3,041",-7.90,--,363.48,0.54
119,https://www.moneycontrol.com/company-facts/divislaboratories/management/DL03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/divislaboratories/DL03,divislaboratories,"109,064",80.47,51.05,350.12,11.74
120,https://www.moneycontrol.com/company-facts/dixontechnologies/management/DT07,https://www.moneycontrol.com/india/stockpricequote/electricals/dixontechnologies/DT07,dixontechnologies,"26,335",28.89,153.61,124.27,35.72
121,https://www.moneycontrol.com/company-facts/dlf/management/D04,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/dlf/D04,dlf,"100,201",6.66,60.78,142.87,2.84
122,https://www.moneycontrol.com/company-facts/drlalpathlabs/management/DLP01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drlalpathlabs/DLP01,drlalpathlabs,"24,846",48.49,61.48,148.33,20.10
123,https://www.moneycontrol.com/company-facts/drreddyslaboratories/management/DRL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drreddyslaboratories/DRL,drreddyslaboratories,"71,719",158.81,27.14,"1,060.09",4.07
124,https://www.moneycontrol.com/company-facts/eclerxservices/management/eS06,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/eclerxservices/eS06,eclerxservices,"8,287",106.97,22.90,443.89,5.52
125,https://www.moneycontrol.com/company-facts/edelweissfinancialservices/management/EC01,https://www.moneycontrol.com/india/stockpricequote/financegeneral/edelweissfinancialservices/EC01,edelweissfinancialservices,"6,479",6.73,10.21,80.26,0.86
126,https://www.moneycontrol.com/company-facts/eichermotors/management/EM,https://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/eichermotors/EM,eichermotors,"71,696",61.04,42.96,418.33,6.27
127,https://www.moneycontrol.com/company-facts/eidparryindia/management/EID,https://www.moneycontrol.com/india/stockpricequote/sugar/eidparryindia/EID,eidparryindia,"8,471",26.87,17.77,384.96,1.25
128,https://www.moneycontrol.com/company-facts/eih/management/EIH,https://www.moneycontrol.com/india/stockpricequote/hotels/eih/EIH,eih,"8,764",-4.08,--,57.26,2.45
129,https://www.moneycontrol.com/company-facts/elgiequipments/management/EE01,https://www.moneycontrol.com/india/stockpricequote/compressors/elgiequipments/EE01,elgiequipments,"10,805",4.47,76.28,27.44,12.43
130,https://www.moneycontrol.com/company-facts/emami/management/E06,https://www.moneycontrol.com/india/stockpricequote/personalcare/emami/E06,emami,"21,999",12.59,39.31,39.63,12.49
131,https://www.moneycontrol.com/company-facts/endurancetechnologies/management/ET01,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/endurancetechnologies/ET01,endurancetechnologies,"23,073",43.18,37.99,253.24,6.48
132,https://www.moneycontrol.com/company-facts/engineersindia/management/EI14,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/engineersindia/EI14,engineersindia,"3,903",2.36,29.43,31.15,2.23
133,https://www.moneycontrol.com/company-facts/epl/management/EP11,https://www.moneycontrol.com/india/stockpricequote/packaging/epl/EP11,epl,"6,046",7.48,25.59,54.36,3.53
134,https://www.moneycontrol.com/company-facts/equitasholdings/management/EH03,https://www.moneycontrol.com/india/stockpricequote/financegeneral/equitasholdings/EH03,equitasholdings,"3,838",10.80,10.40,107.37,1.05
135,https://www.moneycontrol.com/company-facts/esabindia/management/EI06,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/esabindia/EI06,esabindia,"4,995",0.00,--,--,0.00
136,https://www.moneycontrol.com/company-facts/escorts/management/E,https://www.moneycontrol.com/india/stockpricequote/autotractors/escorts/E,escorts,"22,650",73.71,25.07,407.40,4.54
137,https://www.moneycontrol.com/company-facts/exideindustries/management/EI,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/exideindustries/EI,exideindustries,"14,879",9.33,18.76,86.10,2.04
138,https://www.moneycontrol.com/company-facts/fdc/management/FDC,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/fdc/FDC,fdc,"4,948",17.32,16.92,102.72,2.86
139,https://www.moneycontrol.com/company-facts/federalbank/management/FB,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/federalbank/FB,federalbank,"21,074",9.12,10.99,83.87,1.20
140,https://www.moneycontrol.com/company-facts/fineorganicsindustries/management/FOI,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/fineorganicsindustries/FOI,fineorganicsindustries,"11,748",47.70,80.33,238.57,16.07
141,https://www.moneycontrol.com/company-facts/finolexcables/management/FC01,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/finolexcables/FC01,finolexcables,"7,455",35.72,13.65,223.26,2.19
142,https://www.moneycontrol.com/company-facts/finolexindustries/management/FI,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/finolexindustries/FI,finolexindustries,"11,057",13.78,12.93,50.59,3.53
143,https://www.moneycontrol.com/company-facts/firstsourcesolutions/management/FS07,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/firstsourcesolutions/FS07,firstsourcesolutions,"11,221",6.26,25.65,40.11,4.01
144,https://www.moneycontrol.com/company-facts/fortishealthcare/management/FH,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/fortishealthcare/FH,fortishealthcare,"20,795",5.87,46.93,88.96,3.10
145,https://www.moneycontrol.com/company-facts/gailindia/management/GAI,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/gailindia/GAI,gailindia,"65,496",21.15,6.97,119.99,1.23
146,https://www.moneycontrol.com/company-facts/galaxysurfactantsltd/management/GSL06,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/galaxysurfactantsltd/GSL06,galaxysurfactantsltd,"11,249",79.73,39.79,367.06,8.65
147,https://www.moneycontrol.com/company-facts/garwaretechnicalfibres/management/GWR,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/garwaretechnicalfibres/GWR,garwaretechnicalfibres,"6,504",82.06,38.44,393.39,8.02
148,https://www.moneycontrol.com/company-facts/greateasternshippingcompany/management/GES,https://www.moneycontrol.com/india/stockpricequote/shipping/greateasternshippingcompany/GES,greateasternshippingcompany,"4,607",31.35,10.00,524.22,0.60
149,https://www.moneycontrol.com/company-facts/generalinsurancecorporationindia/management/GIC12,https://www.moneycontrol.com/india/stockpricequote/diversified/generalinsurancecorporationindia/GIC12,generalinsurancecorporationindia,"25,509",14.64,9.93,185.04,0.79
150,https://www.moneycontrol.com/company-facts/gilletteindia/management/GI22,https://www.moneycontrol.com/india/stockpricequote/personalcare/gilletteindia/GI22,gilletteindia,"17,192",0.00,--,--,0.00
151,https://www.moneycontrol.com/company-facts/glaxosmithklinepharmaceuticals/management/GSK,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/glaxosmithklinepharmaceuticals/GSK,glaxosmithklinepharmaceuticals,"26,025",29.29,52.45,88.49,17.37
152,https://www.moneycontrol.com/company-facts/glenmarkpharma/management/GP08,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/glenmarkpharma/GP08,glenmarkpharma,"13,952",37.69,13.12,250.36,1.98
153,https://www.moneycontrol.com/company-facts/gmmpfaudler/management/GMM01,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/gmmpfaudler/GMM01,gmmpfaudler,"7,458",44.13,115.62,362.90,14.06
154,https://www.moneycontrol.com/company-facts/gujaratnarmadavalleyfertilizerschemicals/management/GNV,https://www.moneycontrol.com/india/stockpricequote/fertilisers/gujaratnarmadavalleyfertilizerschemicals/GNV,gujaratnarmadavalleyfertilizerschemicals,"7,215",69.46,6.68,390.44,1.19
155,https://www.moneycontrol.com/company-facts/godfreyphillipsindia/management/GPI,https://www.moneycontrol.com/india/stockpricequote/cigarettes/godfreyphillipsindia/GPI,godfreyphillipsindia,"5,925",83.72,13.61,497.43,2.30
156,https://www.moneycontrol.com/company-facts/godrejagrovet/management/GA03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/godrejagrovet/GA03,godrejagrovet,"10,083",17.36,30.23,128.12,4.10
157,https://www.moneycontrol.com/company-facts/godrejconsumerproducts/management/GCP,https://www.moneycontrol.com/india/stockpricequote/personalcare/godrejconsumerproducts/GCP,godrejconsumerproducts,"92,073",17.22,52.29,92.30,9.76
158,https://www.moneycontrol.com/company-facts/godrejindustries/management/GI23,https://www.moneycontrol.com/india/stockpricequote/personalcare/godrejindustries/GI23,godrejindustries,"20,813",11.83,52.27,396.99,1.56
159,https://www.moneycontrol.com/company-facts/godrejproperties/management/GP11,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/godrejproperties/GP11,godrejproperties,"47,856",-4.48,--,299.28,5.76
160,https://www.moneycontrol.com/company-facts/granulesindia/management/GI25,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/granulesindia/GI25,granulesindia,"7,709",19.16,16.22,86.73,3.59
161,https://www.moneycontrol.com/company-facts/graphiteindia/management/GI13,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/graphiteindia/GI13,graphiteindia,"10,339",18.68,28.33,232.46,2.28
162,https://www.moneycontrol.com/company-facts/grasimindustries/management/GI01,https://www.moneycontrol.com/india/stockpricequote/diversified/grasimindustries/GI01,grasimindustries,"116,606",93.13,19.02,"1,553.79",1.15
163,https://www.moneycontrol.com/company-facts/greavescotton/management/GC20,https://www.moneycontrol.com/india/stockpricequote/engines/greavescotton/GC20,greavescotton,"4,850",-0.48,--,33.76,6.22
164,https://www.moneycontrol.com/company-facts/grindwellnorton/management/GN,https://www.moneycontrol.com/india/stockpricequote/abrasives/grindwellnorton/GN,grindwellnorton,"21,361",25.53,75.57,124.36,15.52
165,https://www.moneycontrol.com/company-facts/gujaratstatefertilizerschemicals/management/GSF,https://www.moneycontrol.com/india/stockpricequote/fertilisers/gujaratstatefertilizerschemicals/GSF,gujaratstatefertilizerschemicals,"5,045",15.42,8.21,231.93,0.55
166,https://www.moneycontrol.com/company-facts/gujaratalkalieschemicals/management/GAC01,https://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratalkalieschemicals/GAC01,gujaratalkalieschemicals,"5,128",27.99,24.95,731.87,0.96
167,https://www.moneycontrol.com/company-facts/gujaratheavychemicals/management/GHC,https://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratheavychemicals/GHC,gujaratheavychemicals,"4,069",51.03,8.36,260.57,1.64
168,https://www.moneycontrol.com/company-facts/gujaratstatepetronet/management/GSP02,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/gujaratstatepetronet/GSP02,gujaratstatepetronet,"16,853",31.81,9.39,149.92,2.00
169,https://www.moneycontrol.com/company-facts/gujaratfluorochemicalslimited/management/GUJAR54281,https://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratfluorochemicalslimited/GUJAR54281,gujaratfluorochemicalslimited,"32,583",61.76,48.03,316.70,9.37
170,https://www.moneycontrol.com/company-facts/gujaratgas/management/GGC,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/gujaratgas/GGC,gujaratgas,"46,872",21.34,31.91,65.54,10.39
171,https://www.moneycontrol.com/company-facts/gujaratpipavavport/management/GPP03,https://www.moneycontrol.com/india/stockpricequote/shipping/gujaratpipavavport/GPP03,gujaratpipavavport,"4,718",4.19,23.29,46.32,2.11
172,https://www.moneycontrol.com/company-facts/gulfoillubricantsindia/management/GOL01,https://www.moneycontrol.com/india/stockpricequote/lubricants/gulfoillubricantsindia/GOL01,gulfoillubricantsindia,"2,277",0.00,--,--,0.00
173,https://www.moneycontrol.com/company-facts/hathwaycabledatacom/management/HCD,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/hathwaycabledatacom/HCD,hathwaycabledatacom,"3,806",0.98,21.94,22.59,0.96
174,https://www.moneycontrol.com/company-facts/hatsunagroproducts/management/HAP,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/hatsunagroproducts/HAP,hatsunagroproducts,"25,129",0.00,--,--,0.00
175,https://www.moneycontrol.com/company-facts/havellsindia/management/HI01,https://www.moneycontrol.com/india/stockpricequote/electricequipment/havellsindia/HI01,havellsindia,"74,392",18.33,64.80,82.64,14.38
176,https://www.moneycontrol.com/company-facts/hawkinscooker/management/HC02,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/hawkinscooker/HC02,hawkinscooker,20,0.00,--,--,--
177,https://www.moneycontrol.com/company-facts/hcltechnologies/management/HCL02,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/hcltechnologies/HCL02,hcltechnologies,"307,404",40.57,27.92,221.40,5.12
178,https://www.moneycontrol.com/company-facts/housingdevelopmentfinancecorporation/management/HDF,https://www.moneycontrol.com/india/stockpricequote/financehousing/housingdevelopmentfinancecorporation/HDF,housingdevelopmentfinancecorporation,"464,588",115.00,22.31,905.78,2.84
179,https://www.moneycontrol.com/company-facts/hdfcassetmanagementcompany/management/HAM02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/hdfcassetmanagementcompany/HAM02,hdfcassetmanagementcompany,"47,250",0.00,--,--,0.00
180,https://www.moneycontrol.com/company-facts/hdfcbank/management/HDF01,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/hdfcbank/HDF01,hdfcbank,"829,817",65.02,23.02,379.65,3.95
181,https://www.moneycontrol.com/company-facts/hdfclifeinsurancecompany/management/HSL01,https://www.moneycontrol.com/india/stockpricequote/hdfclife/hdfclifeinsurancecompany/HSL01,hdfclifeinsurancecompany,"131,756",5.40,115.54,53.43,11.68
182,https://www.moneycontrol.com/company-facts/heg/management/HEG,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/heg/HEG,heg,"6,015",44.41,35.09,905.56,1.73
183,https://www.moneycontrol.com/company-facts/heidelbergcementindia/management/HCI02,https://www.moneycontrol.com/india/stockpricequote/cementmajor/heidelbergcementindia/HCI02,heidelbergcementindia,"5,158",0.00,--,--,0.00
184,https://www.moneycontrol.com/company-facts/heromotocorp/management/HHM,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/heromotocorp/HHM,heromotocorp,"54,482",145.24,18.77,777.79,3.51
185,https://www.moneycontrol.com/company-facts/hfcl/management/HFC,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/hfcl/HFC,hfcl,"11,433",2.42,34.32,18.33,4.54
186,https://www.moneycontrol.com/company-facts/hikal/management/H05,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/hikal/H05,hikal,"5,195",15.07,27.96,75.70,5.57
187,https://www.moneycontrol.com/company-facts/hindustancopper/management/HC07,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/hindustancopper/HC07,hindustancopper,"12,252",1.91,66.34,16.43,7.72
188,https://www.moneycontrol.com/company-facts/hindustanzinc/management/HZ,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/hindustanzinc/HZ,hindustanzinc,"134,365",0.00,--,20.89,15.23
189,https://www.moneycontrol.com/company-facts/hindalcoindustries/management/HI,https://www.moneycontrol.com/india/stockpricequote/hindalco/hindalcoindustries/HI,hindalcoindustries,"114,830",44.54,11.47,296.13,1.73
190,https://www.moneycontrol.com/company-facts/hindustanaeronauticsltd/management/HAL,https://www.moneycontrol.com/india/stockpricequote/diversified/hindustanaeronauticsltd/HAL,hindustanaeronauticsltd,"48,210",105.18,13.71,461.03,3.13
191,https://www.moneycontrol.com/company-facts/honeywellautomation/management/HA04,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/honeywellautomation/HA04,honeywellautomation,"39,177",0.00,--,--,0.00
192,https://www.moneycontrol.com/company-facts/hindustanpetroleumcorporation/management/HPC,https://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC,hindustanpetroleumcorporation,"41,351",65.96,4.42,268.21,1.09
193,https://www.moneycontrol.com/company-facts/housingurbandevelopmentcorporation/management/HUD,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/housingurbandevelopmentcorporation/HUD,housingurbandevelopmentcorporation,"8,228",8.46,4.86,65.88,0.63
194,https://www.moneycontrol.com/company-facts/hindustanunilever/management/HU,https://www.moneycontrol.com/india/stockpricequote/personalcare/hindustanunilever/HU,hindustanunilever,"541,734",37.29,61.83,202.99,11.36
195,https://www.moneycontrol.com/company-facts/icicibank/management/ICI02,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/icicibank/ICI02,icicibank,"562,689",33.44,24.23,236.24,3.43
196,https://www.moneycontrol.com/company-facts/icicilombardgeneralinsurancecompany/management/ILG,https://www.moneycontrol.com/india/stockpricequote/icicilombard/icicilombardgeneralinsurancecompany/ILG,icicilombardgeneralinsurancecompany,"67,203",0.00,--,--,0.00
197,https://www.moneycontrol.com/company-facts/iciciprudentiallifeinsurancecompany/management/IPL01,https://www.moneycontrol.com/india/stockpricequote/financegeneral/iciciprudentiallifeinsurancecompany/IPL01,iciciprudentiallifeinsurancecompany,"79,993",4.42,125.92,84.21,6.61
198,https://www.moneycontrol.com/company-facts/icicisecuritiesltd/management/ISL04,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/icicisecuritiesltd/ISL04,icicisecuritiesltd,"23,469",42.51,17.11,56.47,12.89
199,https://www.moneycontrol.com/company-facts/idbibank/management/IDB05,https://www.moneycontrol.com/india/stockpricequote/idbibank/idbibank/IDB05,idbibank,"51,558",2.28,21.03,29.26,1.64
200,https://www.moneycontrol.com/company-facts/idfc/management/IDF,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/idfc/IDF,idfc,"10,776",-1.96,--,51.36,1.32
201,https://www.moneycontrol.com/company-facts/idfcfirstbank/management/IDF01,https://www.moneycontrol.com/india/stockpricequote/idfcfirstbank/idfcfirstbank/IDF01,idfcfirstbank,"29,498",-0.38,--,31.02,1.53
202,https://www.moneycontrol.com/company-facts/indianenergyexchange/management/IEE,https://www.moneycontrol.com/india/stockpricequote/diversified/indianenergyexchange/IEE,indianenergyexchange,"21,006",3.14,74.44,6.17,37.89
203,https://www.moneycontrol.com/company-facts/ifbindustries/management/IFB02,https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/ifbindustries/IFB02,ifbindustries,"4,194",14.74,70.23,171.55,6.04
204,https://www.moneycontrol.com/company-facts/indraprasthagas/management/IG04,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/indraprasthagas/IG04,indraprasthagas,"27,930",20.76,19.22,90.49,4.41
205,https://www.moneycontrol.com/company-facts/iiflfinance/management/II15,https://www.moneycontrol.com/india/stockpricequote/financegeneral/iiflfinance/II15,iiflfinance,"12,508",29.38,11.22,142.13,2.32
206,https://www.moneycontrol.com/company-facts/indiacements/management/IC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/indiacements/IC,indiacements,"7,156",6.16,37.48,184.75,1.25
207,https://www.moneycontrol.com/company-facts/indiatourismdevelopmentcorporation/management/ITD02,https://www.moneycontrol.com/india/stockpricequote/hotels/indiatourismdevelopmentcorporation/ITD02,indiatourismdevelopmentcorporation,"3,302",0.03,"12,831.67",32.36,11.90
208,https://www.moneycontrol.com/company-facts/indiabullshousingfinance/management/IHF01,https://www.moneycontrol.com/india/stockpricequote/financehousing/indiabullshousingfinance/IHF01,indiabullshousingfinance,"9,958",25.21,8.48,350.11,0.62
209,https://www.moneycontrol.com/company-facts/indiabullsrealestate/management/IRE01,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/indiabullsrealestate/IRE01,indiabullsrealestate,"6,664",0.38,384.47,76.62,1.91
210,https://www.moneycontrol.com/company-facts/indiamartintermesh/management/II12,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/indiamartintermesh/II12,indiamartintermesh,"15,810",96.84,53.41,527.12,9.82
211,https://www.moneycontrol.com/company-facts/indianbank/management/IB04,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/indianbank/IB04,indianbank,"19,061",37.31,4.10,330.25,0.47
212,https://www.moneycontrol.com/company-facts/indianhotelscompany/management/IHC,https://www.moneycontrol.com/india/stockpricequote/hotels/indianhotelscompany/IHC,indianhotelscompany,"29,414",-4.60,--,47.41,4.70
213,https://www.moneycontrol.com/company-facts/indigopaints/management/IP08,https://www.moneycontrol.com/india/stockpricequote/paints/indigopaints/IP08,indigopaints,"9,486",0.00,--,10.00,199.43
214,https://www.moneycontrol.com/company-facts/indocoremedies/management/IR05,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/indocoremedies/IR05,indocoremedies,"3,704",14.29,28.12,83.45,4.82
215,https://www.moneycontrol.com/company-facts/indostarcapitalfinance/management/ICF,https://www.moneycontrol.com/india/stockpricequote/financegeneral/indostarcapitalfinance/ICF,indostarcapitalfinance,"3,292",-21.33,--,267.84,0.91
216,https://www.moneycontrol.com/company-facts/industowers/management/BI14,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/industowers/BI14,industowers,"69,206",21.92,11.72,58.91,4.36
217,https://www.moneycontrol.com/company-facts/indusindbank/management/IIB,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/indusindbank/IIB,indusindbank,"71,442",50.60,18.23,557.48,1.66
218,https://www.moneycontrol.com/company-facts/infibeamavenues/management/IIL03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/infibeamavenues/IIL03,infibeamavenues,"5,681",0.60,71.08,21.47,1.99
219,https://www.moneycontrol.com/company-facts/infoedgeindia/management/IEI01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/infoedgeindia/IEI01,infoedgeindia,"64,395",660.71,7.57,430.06,11.63
220,https://www.moneycontrol.com/company-facts/infosys/management/IT,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/infosys/IT,infosys,"745,260",51.13,34.66,181.63,9.76
221,https://www.moneycontrol.com/company-facts/inoxleisure/management/INO01,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/inoxleisure/INO01,inoxleisure,"5,300",-24.93,--,76.27,5.69
222,https://www.moneycontrol.com/company-facts/intellectdesignarena/management/IDA,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/intellectdesignarena/IDA,intellectdesignarena,"10,296",24.89,30.78,99.92,7.67
223,https://www.moneycontrol.com/company-facts/interglobeaviation/management/IA04,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/interglobeaviation/IA04,interglobeaviation,"75,147",-165.56,--,1.82,"1,071.93"
224,https://www.moneycontrol.com/company-facts/indianoverseasbank/management/IOB,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/indianoverseasbank/IOB,indianoverseasbank,"39,317",0.00,--,--,0.00
225,https://www.moneycontrol.com/company-facts/indianoilcorporation/management/IOC,https://www.moneycontrol.com/india/stockpricequote/refineries/indianoilcorporation/IOC,indianoilcorporation,"114,617",27.30,4.46,120.08,1.02
226,https://www.moneycontrol.com/company-facts/iolchemicalspharmaceuticals/management/IOL01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/iolchemicalspharmaceuticals/IOL01,iolchemicalspharmaceuticals,"2,594",0.00,--,--,0.00
227,https://www.moneycontrol.com/company-facts/ipcalaboratories/management/IL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ipcalaboratories/IL,ipcalaboratories,"26,323",38.77,26.76,185.89,5.59
228,https://www.moneycontrol.com/company-facts/irbinfrastructuredevelopers/management/IID01,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/irbinfrastructuredevelopers/IID01,irbinfrastructuredevelopers,"16,076",4.66,57.12,202.81,1.32
229,https://www.moneycontrol.com/company-facts/irconinternational/management/II07,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/irconinternational/II07,irconinternational,"4,242",25.91,1.74,234.08,0.20
230,https://www.moneycontrol.com/company-facts/irctcindianrailwaycateringtourismcorp/management/IRC,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/irctcindianrailwaycateringtourismcorp/IRC,irctcindianrailwaycateringtourismcorp,"68,552",0.00,--,--,0.00
231,https://www.moneycontrol.com/company-facts/itc/management/ITC,https://www.moneycontrol.com/india/stockpricequote/cigarettes/itc/ITC,itc,"280,650",11.58,19.67,47.87,4.76
232,https://www.moneycontrol.com/company-facts/iti/management/ITI,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/iti/ITI,iti,"10,834",0.26,446.35,26.31,4.42
233,https://www.moneycontrol.com/company-facts/iiflwealthmanagementlimited/management/IIFLW54277,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/iiflwealthmanagementlimited/IIFLW54277,iiflwealthmanagementlimited,"14,233",51.78,31.00,318.94,5.04
234,https://www.moneycontrol.com/company-facts/jkcement/management/JKC03,https://www.moneycontrol.com/india/stockpricequote/cementmajor/jkcement/JKC03,jkcement,"25,953",100.76,33.34,480.28,7.00
